incident_id,date,address,n_killed,n_injured,latitude,longitude,city,state_name,state_ab,county,mean_income,median_income,poverty_population,poverty_rate,unemployed_n,unemployed_rate
482942,17-03-13,Northwest 16th Street and Northwest Avenue L,0,5,26.6968,-80.6837,belle glade,Florida,FL,Alachua,82801.0,73425.0,"46,916",18.4,4105.0,2.9
485821,27-04-13,County Road 318,1,3,29.4035,-82.3647,gainesville,Florida,FL,Alachua,39023.0,31371.0,"46,916",18.4,4105.0,2.9
490793,07-07-13,1600 block of Northwest 7th Lane,1,3,26.2489,-80.1352,pompano beach,Florida,FL,Alachua,42673.0,35358.0,"46,916",18.4,4105.0,2.9
491265,26-07-13,1485 W 46th St,7,0,25.864,-80.3122,hialeah gardens,Florida,FL,Alachua,57174.0,39071.0,"46,916",18.4,4105.0,2.9
492276,25-08-13,1050 Southeast 6th Street,4,1,30.0194,-82.3278,lake city,Florida,FL,Alachua,48348.0,40683.0,"46,916",18.4,4105.0,2.9
480462,17-09-13,Flying Fortress Avenue,0,5,28.3107,-81.4488,kissimmee,Florida,FL,Alachua,66135.0,49968.0,"46,916",18.4,4105.0,2.9
480632,21-09-13,2600 block of Forest Hill Boulevard,0,4,26.6552,-80.062,palm springs,Florida,FL,Alachua,50446.0,41243.0,"46,916",18.4,4105.0,2.9
481254,20-10-13,7400 block of Santa Monica Drive,0,4,26.2503,-80.2237,margate,Florida,FL,Alachua,52992.0,46897.0,"46,916",18.4,4105.0,2.9
493109,05-11-13,1100 block of Randolph,4,0,30.3068,-81.7298,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
495543,15-12-13,7th Avenue and 13th Terrace,1,3,25.4631,-80.4572,homestead,Florida,FL,Miami-Dade,42416.0,33810.0,"419,056",15.7,33065.0,2.4
92497,01-01-14,2600 block of Edison Avenue,0,0,26.6336,-81.8601,fort myers,Florida,FL,Lee,20533.0,18545.0,"85,295",11.2,10911.0,3.1
92504,01-01-14,1300 block of W. Hartley Circle,0,1,28.899,-81.2615,deltona,Florida,FL,Alachua,40470.0,36552.0,"46,916",18.4,4105.0,2.9
92487,01-01-14,2408 W. Kennedy Blvd.,0,2,27.9447,-82.4842,tampa,Florida,FL,Hillsborough,72435.0,62089.0,"195,684",13.5,23152.0,3.1
92512,01-01-14,1141 West 31st Street,1,1,26.7875,-80.0714,lake park,Florida,FL,Alachua,101571.0,85457.0,"46,916",18.4,4105.0,2.9
92560,01-01-14,2100 block of 64th Avenue,0,1,26.1522,-80.2348,lauderhill,Florida,FL,Alachua,30750.0,26771.0,"46,916",18.4,4105.0,2.9
92481,01-01-14,9009 Western Lake Drive,0,1,30.2076,-81.5532,orange park,Florida,FL,Clay,53077.0,43800.0,"18,095",8.3,3251.0,3.0
92530,02-01-14,Dale Mabry Highway at Spruce St.,0,0,27.9594,-82.5056,tampa,Florida,FL,Hillsborough,72435.0,62089.0,"195,684",13.5,23152.0,3.1
92508,02-01-14,125 S Banana River Dr,0,1,28.3552,-80.6626,rockledge,Florida,FL,Alachua,63868.0,43686.0,"46,916",18.4,4105.0,2.9
92883,02-01-14,462 N. Savage Street,1,2,30.7586,-86.5752,crestview,Florida,FL,Alachua,65790.0,59830.0,"46,916",18.4,4105.0,2.9
92867,02-01-14,6100 block of Southwest 48th Street,1,1,26.1272,-80.2143,lauderhill,Florida,FL,Alachua,30750.0,26771.0,"46,916",18.4,4105.0,2.9
92885,02-01-14,Dorchester Drive South,0,1,26.6293,-80.135,palm springs,Florida,FL,Alachua,50446.0,41243.0,"46,916",18.4,4105.0,2.9
92896,02-01-14,Bowers Street,0,1,30.7525,-86.5674,crestview,Florida,FL,Alachua,65790.0,59830.0,"46,916",18.4,4105.0,2.9
92549,02-01-14,8400 block of Herlong Road,0,1,30.2842,-81.7954,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
92554,02-01-14,Gunnery Road and Meadow Road,0,0,26.5821,-81.7123,lehigh acres,Florida,FL,Alachua,88881.0,43815.0,"46,916",18.4,4105.0,2.9
94255,03-01-14,8201 N. Pine Island Road,0,0,26.2272,-80.2713,tamarac,Florida,FL,Broward,52731.0,42353.0,"237,486",12.3,31706.0,3.0
92894,03-01-14,4600 block of Sunderland Road,1,1,30.278000000000002,-81.7241,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
93137,03-01-14,U.S. Highway 90,0,0,30.7435,-86.2009,niceville,Florida,FL,Alachua,131030.0,131041.0,"46,916",18.4,4105.0,2.9
92956,04-01-14,Spring Park Road,0,1,30.2921,-81.6261,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
92951,04-01-14,7101 Wilson Blvd.,1,1,30.2711,-81.7624,orange park,Florida,FL,Clay,53077.0,43800.0,"18,095",8.3,3251.0,3.0
93787,04-01-14,15880 NE 15th Avenue,1,0,25.9215,-80.1701,north miami beach,Florida,FL,Alachua,68491.0,57169.0,"46,916",18.4,4105.0,2.9
93139,04-01-14,1727 NE 8th Ave.,0,0,29.6591,-82.3023,gainesville,Florida,FL,Alachua,39023.0,31371.0,"46,916",18.4,4105.0,2.9
92967,04-01-14,1591 S. Lane Ave,2,1,30.2918,-81.7522,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
92971,04-01-14,Southeast 12th Avenue,1,0,26.636999999999997,-81.9509,cape coral,Florida,FL,Alachua,51977.0,50689.0,"46,916",18.4,4105.0,2.9
92947,04-01-14,2677 Forest Hill Blvd,0,1,26.6508,-80.0829,palm springs,Florida,FL,Alachua,50446.0,41243.0,"46,916",18.4,4105.0,2.9
93971,04-01-14,Petal Paw Lane,1,0,28.1157,-81.1288,saint cloud,Florida,FL,Alachua,45623.0,44237.0,"46,916",18.4,4105.0,2.9
93134,04-01-14,State and Davis streets ,0,1,30.1101,-81.6186,orange park,Florida,FL,Clay,53077.0,43800.0,"18,095",8.3,3251.0,3.0
93485,05-01-14,500 block of Lowell Avenue,0,0,26.976,-82.1172,port charlotte,Florida,FL,Alachua,47931.0,300000.0,"46,916",18.4,4105.0,2.9
93125,05-01-14,303 N Clyde Morris Blvd,1,0,29.2012,-81.0582,daytona beach,Florida,FL,Alachua,29601.0,25573.0,"46,916",18.4,4105.0,2.9
103306,05-01-14,Scenic Hwy and JA Wiltshire Ave,0,1,27.9102,-81.5864,lake wales,Florida,FL,Polk,69464.0,32277.0,"99,590",14.0,11280.0,3.7
108878,05-01-14,Spectre Island,0,1,30.4201,-86.617,fort walton beach,Florida,FL,Okaloosa,55029.0,44742.0,"21,866",10.6,2598.0,2.7
93795,05-01-14,420 S Leconto Highway,1,0,28.8511,-82.4879,spring hill,Florida,FL,Pasco,61522.0,49981.0,"61,716",11.3,8310.0,3.5
93127,05-01-14,5th Street and Jefferson Avenue,1,0,25.7744,-80.1372,miami beach,Florida,FL,Miami-Dade,56499.0,300000.0,"419,056",15.7,33065.0,2.4
93483,05-01-14,West 1st and Daniel streets,0,1,30.3396,-81.686,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
93129,05-01-14,1400 block of Mason Avenue ,0,1,30.3623,-81.6777,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
95760,06-01-14,1300 block of North Mills Avenue,0,0,28.5623,-81.3647,orlando,Florida,FL,Orange,43567.0,36551.0,"171,599",12.6,22173.0,2.9
93893,06-01-14,Southeast Third Street ,0,0,29.6452,-82.3223,gainesville,Florida,FL,Alachua,39023.0,31371.0,"46,916",18.4,4105.0,2.9
703767,06-01-14,Lemon Street,0,0,28.9174,-81.9235,lady lake,Florida,FL,Alachua,57257.0,43419.0,"46,916",18.4,4105.0,2.9
93877,06-01-14,1150 block of Alta Vista Street at Alpha Avenue,1,0,30.3047,-81.7334,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
95763,06-01-14,900 block of South Orange Avenue ,0,0,28.5311,-81.3766,orlando,Florida,FL,Orange,43567.0,36551.0,"171,599",12.6,22173.0,2.9
93472,06-01-14,Pines Boulevard ,0,0,26.0086,-80.2561,miramar,Florida,FL,Broward,77682.0,65589.0,"237,486",12.3,31706.0,3.0
93474,06-01-14,1019 E. Atlantic Boulevard ,0,0,26.2318,-80.1133,pompano beach,Florida,FL,Alachua,42673.0,35358.0,"46,916",18.4,4105.0,2.9
93477,06-01-14,400 West 25th Street,1,0,27.3588,-82.5425,sarasota,Florida,FL,Alachua,74695.0,55279.0,"46,916",18.4,4105.0,2.9
93790,06-01-14,2000 block of 17th Street ,0,1,27.3522,-82.5303,sarasota,Florida,FL,Alachua,74695.0,55279.0,"46,916",18.4,4105.0,2.9
95067,07-01-14,300 block of Northeast 44th Street ,0,0,26.0972,-80.2101,plantation,Florida,FL,Alachua,40738.0,32122.0,"46,916",18.4,4105.0,2.9
94273,07-01-14,4519 W. Irlo Bronson Memorial Highway ,0,1,28.3076,-81.4642,kissimmee,Florida,FL,Alachua,66135.0,49968.0,"46,916",18.4,4105.0,2.9
93829,07-01-14,Sleepy Hollow Road.,1,0,28.816999999999997,-81.8328,leesburg,Florida,FL,Lake,25662.0,300000.0,"39,419",10.9,5108.0,3.2
93870,07-01-14,Sleepy Hollow Road,1,0,28.816999999999997,-81.8328,leesburg,Florida,FL,Lake,25662.0,300000.0,"39,419",10.9,5108.0,3.2
106842,08-01-14,1500 S. Cypress Road ,0,0,26.2111,-80.1231,pompano beach,Florida,FL,Alachua,42673.0,35358.0,"46,916",18.4,4105.0,2.9
95055,09-01-14,5100 block of 14th Street West,0,0,27.5122,-82.6477,bradenton,Florida,FL,Manatee,29811.0,19842.0,"44,991",11.3,5611.0,3.1
94267,09-01-14,1000 block of W. Bentley Street,1,0,28.5466,-81.3932,orlando,Florida,FL,Orange,43567.0,36551.0,"171,599",12.6,22173.0,2.9
94260,09-01-14,902 W. Peninsular St.,0,1,27.9753,-82.4719,tampa,Florida,FL,Hillsborough,72435.0,62089.0,"195,684",13.5,23152.0,3.1
108891,09-01-14,11800 block of SE CR-245,0,1,30.0274,-82.5612,lake city,Florida,FL,Alachua,48348.0,40683.0,"46,916",18.4,4105.0,2.9
94574,09-01-14,8400 block of Northeast First Avenue,0,3,25.8525,-80.1958,miami shores,Florida,FL,Alachua,49290.0,37431.0,"46,916",18.4,4105.0,2.9
98780,09-01-14,11814 Se County Road 245,0,1,30.0291,-82.5611,lake city,Florida,FL,Alachua,48348.0,40683.0,"46,916",18.4,4105.0,2.9
95021,09-01-14,5550 North Federal Highway,0,0,26.1955,-80.1121,oakland park,Florida,FL,Broward,56688.0,45475.0,"237,486",12.3,31706.0,3.0
95027,09-01-14,North Miami Avenue and 84th Street,0,3,25.8523,-80.197,miami shores,Florida,FL,Alachua,49290.0,37431.0,"46,916",18.4,4105.0,2.9
95061,10-01-14,20723 Front Beach Road ,0,0,30.2469,-85.9417,lynn haven,Florida,FL,Alachua,35894.0,27531.0,"46,916",18.4,4105.0,2.9
109238,10-01-14,400 block of 46th ,0,1,26.7533,-80.0529,riviera beach,Florida,FL,Alachua,26291.0,19345.0,"46,916",18.4,4105.0,2.9
97020,11-01-14,37th Street ,0,0,27.9666,-82.4185,tampa,Florida,FL,Hillsborough,72435.0,62089.0,"195,684",13.5,23152.0,3.1
97044,11-01-14,Orange Blossom Trail,0,0,28.7632,-81.6244,mount dora,Florida,FL,Lake,61219.0,47365.0,"39,419",10.9,5108.0,3.2
95037,11-01-14,Emerson Street,0,0,30.2894,-81.6314,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
96213,11-01-14,Milwaukee Blvd. and Eisenhower Blvd.,0,0,26.5613,-81.5874,lehigh acres,Florida,FL,Alachua,88881.0,43815.0,"46,916",18.4,4105.0,2.9
95358,12-01-14,400 block of South Congress Avenue ,0,1,26.5067,-80.0902,boynton beach,Florida,FL,Alachua,64678.0,54710.0,"46,916",18.4,4105.0,2.9
95732,12-01-14,44th street and Treehouse Lane,0,1,26.1907,-80.2077,lauderdale lakes,Florida,FL,Alachua,41149.0,33803.0,"46,916",18.4,4105.0,2.9
95752,12-01-14,First Street,0,0,28.795,-81.3596,lake mary,Florida,FL,Alachua,112671.0,92052.0,"46,916",18.4,4105.0,2.9
95519,12-01-14,Northwest 34th Street and State Road 7,1,0,26.1678,-80.2031,lauderdale lakes,Florida,FL,Alachua,41149.0,33803.0,"46,916",18.4,4105.0,2.9
96360,12-01-14, 5392 Palm Ave.,0,0,25.8714,-80.2833,hialeah,Florida,FL,Alachua,34353.0,25609.0,"46,916",18.4,4105.0,2.9
96622,13-01-14,Osceola County Courthouse ,0,0,28.2904,-81.411,kissimmee,Florida,FL,Alachua,66135.0,49968.0,"46,916",18.4,4105.0,2.9
95920,13-01-14,Bruce Park,0,3,30.3344,-81.5903,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
96208,13-01-14,Suni Pines Boulevard and Nashua Drive ,0,1,30.2951,-81.4506,jacksonville beach,Florida,FL,Alachua,68422.0,67066.0,"46,916",18.4,4105.0,2.9
96218,13-01-14,Southwest 16th Avenue,0,0,29.6362,-82.3431,gainesville,Florida,FL,Alachua,39023.0,31371.0,"46,916",18.4,4105.0,2.9
96606,13-01-14,800 block of Avenue N. SW,0,1,28.0083,-81.7367,winter haven,Florida,FL,Alachua,72962.0,58675.0,"46,916",18.4,4105.0,2.9
95738,13-01-14,6333 Wesley Grove Boulevard,1,1,28.2359,-82.352,lutz,Florida,FL,Alachua,85884.0,66114.0,"46,916",18.4,4105.0,2.9
95947,13-01-14,4100 block of Waterway Drive,0,2,26.6037,-80.1076,palm springs,Florida,FL,Alachua,50446.0,41243.0,"46,916",18.4,4105.0,2.9
97456,14-01-14,1615 W. Memorial Blvd,1,0,28.0549,-81.9815,lakeland,Florida,FL,Alachua,38865.0,33887.0,"46,916",18.4,4105.0,2.9
97052,14-01-14,2900 S.E. 6th Ave. ,0,0,26.088,-80.1367,fort lauderdale,Florida,FL,Broward,26881.0,22946.0,"237,486",12.3,31706.0,3.0
96188,14-01-14,900 block of Park Ave.,1,0,26.7988,-80.0711,lake park,Florida,FL,Alachua,101571.0,85457.0,"46,916",18.4,4105.0,2.9
99660,14-01-14,405 West 51st Place,0,0,25.8697,-80.2918,hialeah,Florida,FL,Alachua,34353.0,25609.0,"46,916",18.4,4105.0,2.9
97009,15-01-14,125 Northeast 56th St. ,0,1,25.8273,-80.1936,miami shores,Florida,FL,Alachua,49290.0,37431.0,"46,916",18.4,4105.0,2.9
97005,15-01-14,230 Northeast 55th Terrace ,0,1,25.8265,-80.1913,miami shores,Florida,FL,Alachua,49290.0,37431.0,"46,916",18.4,4105.0,2.9
97056,15-01-14,Carolina Avenue and Tice Street,0,1,26.6681,-81.8159,fort myers,Florida,FL,Lee,20533.0,18545.0,"85,295",11.2,10911.0,3.1
97048,15-01-14,Main Street,0,0,28.6656,-80.8449,mims,Florida,FL,Alachua,67047.0,51421.0,"46,916",18.4,4105.0,2.9
104472,15-01-14,3301 E. Hillsborough Ave.,0,0,27.996,-82.4233,temple terrace,Florida,FL,Alachua,25388.0,23656.0,"46,916",18.4,4105.0,2.9
96620,15-01-14,West Jackson Street ,0,1,28.5392,-81.4127,orlando,Florida,FL,Orange,43567.0,36551.0,"171,599",12.6,22173.0,2.9
96613,15-01-14,30th Street and Hillsborough Avenue ,0,1,27.9961,-82.4265,temple terrace,Florida,FL,Alachua,25388.0,23656.0,"46,916",18.4,4105.0,2.9
97066,15-01-14,10000 block of Front Beach Road ,0,1,30.199,-85.8459,panama city,Florida,FL,Alachua,40465.0,33102.0,"46,916",18.4,4105.0,2.9
97472,16-01-14,1401 62nd Ave. S,0,1,27.7122,-82.6524,gulfport,Florida,FL,Alachua,32828.0,19308.0,"46,916",18.4,4105.0,2.9
217357,16-01-14,100 Terminal Dr,0,0,26.0698,-80.1367,dania beach,Florida,FL,Alachua,69836.0,64961.0,"46,916",18.4,4105.0,2.9
217361,16-01-14,2400 Yankee Clipper Dr,0,0,30.4879,-81.6675,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
217355,16-01-14,3300 Capital Cir SW,0,0,30.3952,-84.345,tallahassee,Florida,FL,Alachua,53587.0,39098.0,"46,916",18.4,4105.0,2.9
97478,16-01-14,11401 Hwy. 301 S.,0,0,27.8456,-82.3327,brandon,Florida,FL,Hillsborough,66412.0,56296.0,"195,684",13.5,23152.0,3.1
97022,16-01-14,729 Garden Lane ,0,1,29.2605,-81.0586,ormond beach,Florida,FL,Alachua,45472.0,38699.0,"46,916",18.4,4105.0,2.9
217347,16-01-14,100 Terminal Dr,0,0,26.0698,-80.1367,dania beach,Florida,FL,Alachua,69836.0,64961.0,"46,916",18.4,4105.0,2.9
97007,16-01-14,300 block of Southwest 12th Street,0,1,26.6839,-80.6801,belle glade,Florida,FL,Alachua,82801.0,73425.0,"46,916",18.4,4105.0,2.9
217833,17-01-14,2100 NW 42nd Ave,0,0,25.7968,-80.2762,miami springs,Florida,FL,Miami-Dade,69964.0,53081.0,"419,056",15.7,33065.0,2.4
97495,17-01-14,1171 S. Lane Avenue,0,0,30.3032,-81.7475,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
97488,17-01-14,Lane Avenue South and Normandy Boulevard ,0,0,30.3061,-81.7519,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
97845,17-01-14,7300 block of Lem Turner Road ,0,0,30.4539,-81.7055,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
99294,18-01-14,East University Boulevard,0,1,28.0638,-80.6098,melbourne,Florida,FL,Alachua,52854.0,41753.0,"46,916",18.4,4105.0,2.9
97778,18-01-14,Plaza Drive,0,0,26.6541,-81.8006,fort myers,Florida,FL,Lee,20533.0,18545.0,"85,295",11.2,10911.0,3.1
112337,18-01-14,17400 block of 48th Court North,0,1,26.7501,-80.3192,royal palm beach,Florida,FL,Alachua,34427.0,24978.0,"46,916",18.4,4105.0,2.9
112333,18-01-14,6075 Stoneler Road,0,1,30.5093,-84.3787,tallahassee,Florida,FL,Alachua,53587.0,39098.0,"46,916",18.4,4105.0,2.9
97842,18-01-14,500 W. Forsyth St.,0,1,30.3281,-81.6641,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
112330,18-01-14,900 S. 14th Street ,0,1,28.8021,-81.8875,leesburg,Florida,FL,Lake,25662.0,300000.0,"39,419",10.9,5108.0,3.2
99276,19-01-14,7469 Terrace River Drive,0,1,28.02,-82.3746,temple terrace,Florida,FL,Alachua,25388.0,23656.0,"46,916",18.4,4105.0,2.9
98096,19-01-14,7200 block of Eudine Drive,0,1,30.2746,-81.7667,orange park,Florida,FL,Clay,53077.0,43800.0,"18,095",8.3,3251.0,3.0
98080,19-01-14,6th Avenue and Northwest 29th Street ,0,2,25.8037,-80.2053,miami,Florida,FL,Miami-Dade,61400.0,48065.0,"419,056",15.7,33065.0,2.4
98075,19-01-14,3000 block of Moncrief Road ,0,1,30.3566,-81.6745,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
98092,19-01-14,Rome Avenue and West Main Street,1,1,27.9571,-82.4767,tampa,Florida,FL,Hillsborough,72435.0,62089.0,"195,684",13.5,23152.0,3.1
98098,19-01-14,9726 Touchton Road ,0,1,30.2675,-81.5555,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
99314,20-01-14,12000 block of Meadow Hawk Drive ,1,0,26.6406,-81.8723,fort myers,Florida,FL,Lee,20533.0,18545.0,"85,295",11.2,10911.0,3.1
98785,20-01-14,5362 Holland Street,3,0,26.0919,-81.7255,naples,Florida,FL,Collier,113840.0,76077.0,"35,928",9.4,5586.0,3.1
112803,20-01-14,Bayou Boulevard ,1,0,30.453000000000003,-87.194,pensacola,Florida,FL,Escambia,28472.0,23486.0,"46,519",15.5,4666.0,3.2
98764,20-01-14,9000 block of Jasper Avenue ,0,1,30.3224,-81.5624,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
98316,20-01-14,100 block of Twin Lake Grove Drive ,0,1,29.6237,-81.8539,palatka,Florida,FL,Alachua,73185.0,67042.0,"46,916",18.4,4105.0,2.9
99679,20-01-14,3051 Coral Way ,0,0,25.7502,-80.2436,coral gables,Florida,FL,Alachua,184790.0,300000.0,"46,916",18.4,4105.0,2.9
99704,20-01-14,6001 Duval St. ,0,0,26.0116,-80.2079,pembroke pines,Florida,FL,Alachua,70035.0,59683.0,"46,916",18.4,4105.0,2.9
98298,20-01-14,11226 Pines Boulevard ,0,0,26.0078,-80.2993,cooper city,Florida,FL,Alachua,126804.0,119285.0,"46,916",18.4,4105.0,2.9
100706,20-01-14,Holland St,1,0,26.0905,-81.7279,naples,Florida,FL,Collier,113840.0,76077.0,"35,928",9.4,5586.0,3.1
99758,20-01-14, Annie Mattox Park ,0,1,30.1897,-82.6393,lake city,Florida,FL,Alachua,48348.0,40683.0,"46,916",18.4,4105.0,2.9
100951,21-01-14,24th Street and Palmadelia Avenue,0,0,27.3584,-82.5379,sarasota,Florida,FL,Alachua,74695.0,55279.0,"46,916",18.4,4105.0,2.9
99288,21-01-14,Aurora and Wickham roads ,1,0,28.1358,-80.6718,west melbourne,Florida,FL,Alachua,71150.0,55816.0,"46,916",18.4,4105.0,2.9
98761,21-01-14,600 block of Neil Road,0,1,26.668000000000003,-80.1161,palm springs,Florida,FL,Alachua,50446.0,41243.0,"46,916",18.4,4105.0,2.9
98729,21-01-14,3600 block of Southwest 60th Terrace,0,1,25.9771,-80.2073,miramar,Florida,FL,Broward,77682.0,65589.0,"237,486",12.3,31706.0,3.0
98778,21-01-14,Mullis Avenue,0,0,29.6489,-81.8562,palatka,Florida,FL,Alachua,73185.0,67042.0,"46,916",18.4,4105.0,2.9
98799,21-01-14,16th Street and Washington ,0,1,29.6566,-81.6439,palatka,Florida,FL,Alachua,73185.0,67042.0,"46,916",18.4,4105.0,2.9
106310,21-01-14, 3100 block of 69th Street E,0,1,27.4723,-82.4712,bradenton,Florida,FL,Manatee,29811.0,19842.0,"44,991",11.3,5611.0,3.1
113043,21-01-14,119 San Blas Avenue,0,1,28.3228,-81.358,kissimmee,Florida,FL,Alachua,66135.0,49968.0,"46,916",18.4,4105.0,2.9
99022,21-01-14,13347 S. Old Jones Rd,1,0,28.6689,-82.3869,spring hill,Florida,FL,Pasco,61522.0,49981.0,"61,716",11.3,8310.0,3.5
99748,21-01-14,9000 block of Jasper Avenue,0,1,30.3216,-81.5774,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
99322,21-01-14,5000 block of Cleveland Road ,0,1,30.3631,-81.7054,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
99688,22-01-14,Aria Court ,0,1,28.5051,-81.7592,clermont,Florida,FL,Alachua,81344.0,70110.0,"46,916",18.4,4105.0,2.9
99696,22-01-14,Kenilworth Court ,0,2,28.5977,-80.8131,titusville,Florida,FL,Alachua,65883.0,53892.0,"46,916",18.4,4105.0,2.9
99320,22-01-14,11339 US 41 E,0,0,26.0828,-81.7256,naples,Florida,FL,Collier,113840.0,76077.0,"35,928",9.4,5586.0,3.1
217848,22-01-14,2400 Yankee Clipper Dr,0,0,30.4879,-81.6675,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
99426,22-01-14,731 46th Street,1,0,26.7538,-80.0584,riviera beach,Florida,FL,Alachua,26291.0,19345.0,"46,916",18.4,4105.0,2.9
100039,23-01-14,Fairfax and West 1st ,0,1,30.3397,-81.6868,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
100010,23-01-14,Knollwood St,1,0,30.3013,-85.5465,lynn haven,Florida,FL,Alachua,35894.0,27531.0,"46,916",18.4,4105.0,2.9
99789,23-01-14,700 block of 46th Street,1,0,26.7535,-80.0579,riviera beach,Florida,FL,Alachua,26291.0,19345.0,"46,916",18.4,4105.0,2.9
101501,23-01-14,500 block of Southwest 15th Stree,0,1,29.1743,-82.1418,ocala,Florida,FL,Alachua,45556.0,39041.0,"46,916",18.4,4105.0,2.9
99989,23-01-14,580 Mason Ave.,0,0,29.2248,-81.0361,holly hill,Florida,FL,Alachua,40889.0,30377.0,"46,916",18.4,4105.0,2.9
100561,24-01-14,Palm Beach Blvd. ,0,0,26.693,-81.7827,north fort myers,Florida,FL,Lee,58507.0,46905.0,"85,295",11.2,10911.0,3.1
100573,24-01-14,Martin Luther King Jr. Avenue and Grimes Avenue,0,1,30.7529,-86.58,crestview,Florida,FL,Alachua,65790.0,59830.0,"46,916",18.4,4105.0,2.9
100628,24-01-14,13th St. W ,1,0,27.5213,-82.5791,palmetto,Florida,FL,Manatee,53404.0,36962.0,"44,991",11.3,5611.0,3.1
104469,24-01-14,6290 W. Sample Road,0,0,26.2739,-80.2103,margate,Florida,FL,Alachua,52992.0,46897.0,"46,916",18.4,4105.0,2.9
100005,24-01-14,Cleveland Road ,0,1,30.3736,-81.7131,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
102002,24-01-14,1200 Red Cleveland Blvd,0,0,28.7755,-81.2436,sanford,Florida,FL,Alachua,49486.0,44110.0,"46,916",18.4,4105.0,2.9
109515,24-01-14,Orlando Sanford International Airport,0,0,28.7755,-81.2433,sanford,Florida,FL,Alachua,49486.0,44110.0,"46,916",18.4,4105.0,2.9
100641,25-01-14,26 hundred block of 8th Ave. ,0,0,27.5167,-82.5725,palmetto,Florida,FL,Manatee,53404.0,36962.0,"44,991",11.3,5611.0,3.1
100871,25-01-14, 8300 block of Baymeadows Road,0,0,30.235,-81.5826,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
100591,25-01-14,1600 block of Essex ,0,1,26.7767,-80.0866,riviera beach,Florida,FL,Alachua,26291.0,19345.0,"46,916",18.4,4105.0,2.9
104795,25-01-14,120 NW 39th Ave.,0,0,29.6887,-82.3269,gainesville,Florida,FL,Alachua,39023.0,31371.0,"46,916",18.4,4105.0,2.9
100587,25-01-14,Fairfax and West Third streets ,0,1,30.3414,-81.6866,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
100585,25-01-14,2742 Aubrey Avenue ,1,0,30.3891,-81.7,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
103813,25-01-14,2847 NE Seventh St.,0,1,29.1934,-82.0989,ocala,Florida,FL,Alachua,45556.0,39041.0,"46,916",18.4,4105.0,2.9
100578,25-01-14,Winkler Avenue and Veronica S. Shoemaker Boulevard,1,2,26.6049,-81.8397,fort myers,Florida,FL,Lee,20533.0,18545.0,"85,295",11.2,10911.0,3.1
100568,25-01-14,600 block of Covenant Drive,0,4,26.6868,-80.6739,belle glade,Florida,FL,Alachua,82801.0,73425.0,"46,916",18.4,4105.0,2.9
101254,26-01-14,Kailani Court ,0,1,29.3822,-81.1343,ormond beach,Florida,FL,Alachua,45472.0,38699.0,"46,916",18.4,4105.0,2.9
101242,26-01-14,West 19th Street and Myrtle Avenue,0,1,30.3551,-81.6759,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
101238,26-01-14,8866 Baymeadows Road ,0,0,30.2204,-81.5739,jacksonville,Florida,FL,Alachua,22488.0,20336.0,"46,916",18.4,4105.0,2.9
